Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
827,"The Diamond Age: Or, a Young Lady's Illustrated Primer",Neal Stephenson,"Stephenson, Neal",,"=""0553380966""","=""9780553380965""",0,4.16,Spectra,Paperback,499,2000,1995,,2025/04/28,to-read,to-read (#357),to-read,,,,0,0
60531420,The Sunlit Man,Brandon Sanderson,"Sanderson, Brandon","Ernanda Souza, Nabetse Zitro, Kudriaken","=""1938570391""","=""9781938570391""",0,4.29,Dragonsteel Entertainment,Hardcover,447,2023,2023,,2025/04/28,to-read,to-read (#356),to-read,,,,0,0
1268479,Warbreaker,Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,4.30,Self-published,ebook,688,2009,2009,,2025/04/28,to-read,to-read (#355),to-read,,,,0,0
10803121,"The Alloy of Law (Mistborn, #4)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765330423""","=""9780765330420""",0,4.20,Tor Books,Hardcover,325,2011,2011,,2025/04/28,to-read,to-read (#354),to-read,,,,0,0
195443798,Alien Clay,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1035013770""","=""9781035013777""",0,4.03,Tor,Kindle Edition,396,2024,2024,,2025/04/27,to-read,to-read (#353),to-read,,,,0,0
203608754,"Wind and Truth (The Stormlight Archive, #5)",Brandon Sanderson,"Sanderson, Brandon",,"=""125031917X""","=""9781250319173""",4,4.41,Tor Books,Kindle Edition,1330,2024,2024,2025/04/26,2025/04/26,,,read,,,,1,0
17250966,"Rhythm of War (The Stormlight Archive, #4)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.60,Tor Books,Kindle Edition,1231,2020,2020,2025/03/17,2025/01/01,,,read,,,,1,0
31830679,The Shepherd's Life: A Tale of the Lake District,James Rebanks,"Rebanks, James",,"=""""","=""""",0,4.14,Generic,Unknown Binding,,,2015,,2018/12/29,to-read,to-read (#241),to-read,,,,0,0
54511226,"Dawnshard (The Stormlight Archive, #3.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""193857026X""","=""""",4,4.37,Dragonsteel Entertainment,Kindle Edition,171,2020,2020,2025/01/01,2024/12/11,,,read,,,,1,0
33583900,Living Life Backward: How Ecclesiastes Teaches Us to Live in Light of the End,David      Gibson,"Gibson, David",,"=""1433556278""","=""9781433556272""",0,4.55,Crossway,Paperback,176,2017,2017,,2024/12/17,to-read,to-read (#352),to-read,,,,0,0
17331360,The Art of Communicating,Thich Nhat Hanh,"Hanh, Thich Nhat",,"=""0062224689""","=""9780062224682""",0,4.11,HarperOne,ebook,176,2013,2013,,2024/12/13,to-read,to-read (#351),to-read,,,,0,0
208033237,"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",5,4.61,Tor Books,Kindle Edition,1242,,2017,,2024/07/26,,,read,,,,1,0
27264846,"The Gift of Being Yourself: The Sacred Call to Self-Discovery (The Spiritual Journey, #2)",David G. Benner,"Benner, David G.",M. Basil Pennington,"=""0830899456""","=""9780830899456""",0,4.31,IVP Formatio,Kindle Edition,129,2015,2004,,2024/09/30,currently-reading,currently-reading (#6),currently-reading,,,,1,0
125259325,"Edgedancer (The Stormlight Archive, #2.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""1938570359""","=""9781938570353""",3,4.16,"Dragonsteel, LLC",Kindle Edition,269,2023,2016,2024/09/22,2024/07/26,,,read,,,,1,0
19299925,Becoming Who You Are: Insights on the True Self from Thomas Merton and Other Saints,James     Martin,"Martin, James",,"=""""","=""""",3,4.16,Paulist Press™,Kindle Edition,116,2013,2006,2024/09/13,2022/01/23,,,read,,,,1,0
551018,The Sign of Jonas,Thomas Merton,"Merton, Thomas",,"=""015602800X""","=""9780156028004""",0,4.25,HarperOne,Paperback,384,2002,1953,,2019/01/18,currently-reading,currently-reading (#5),currently-reading,,,,1,0
157461,"Kingdom, Grace, Judgment: Paradox, Outrage, and Vindication in the Parables of Jesus",Robert Farrar Capon,"Capon, Robert Farrar",,"=""0802839495""","=""9780802839497""",0,4.44,Eerdmans,Paperback,531,2002,2002,,2024/08/25,to-read,to-read (#350),to-read,,,,0,0
44492286,Children of Dune (Dune #3),Frank Herbert,"Herbert, Frank",,"=""0593098242""","=""9780593098240""",0,3.96,Ace,Paperback,609,2019,1976,,2024/04/03,to-read,to-read (#349),to-read,,,,1,0
32874752,A Circle of Quiet (The Crosswicks Journals Book 1),Madeleine L'Engle,"L'Engle, Madeleine",,"=""1504041259""","=""9781504041256""",0,4.21,Open Road Media,Kindle Edition,246,2016,1971,,2017/12/19,currently-reading,currently-reading (#4),currently-reading,,,,1,0
48484,"Blindsight (Firefall, #1)",Peter Watts,"Watts, Peter",,"=""0765312182""","=""9780765312181""",3,4.01,Tor Books,Hardcover,384,2006,2006,2018/05/19,2018/02/02,,,read,,,,1,0
208033371,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.76,Tor Books,Kindle Edition,1088,,2014,2024/07/26,2024/07/23,,,read,,,,1,0
35065943,Barking to the Choir: The Power of Radical Kinship,Gregory Boyle,"Boyle, Gregory",,"=""1476726175""","=""9781476726175""",5,4.57,Simon & Schuster,Kindle Edition,225,2017,2017,2024/06/11,2022/01/16,,,read,,,,1,0
25077593,The Unseen Realm,Michael S. Heiser,"Heiser, Michael S.",,"=""1577995562""","=""9781577995562""",0,4.50,Lexham Press,Hardcover,413,2015,2015,,2024/05/18,to-read,to-read (#348),to-read,,,,0,0
57945316,Babel,R.F. Kuang,"Kuang, R.F.",,"=""0063021420""","=""9780063021426""",0,4.16,Harper Voyager,Hardcover,544,2022,2022,,2024/05/18,to-read,to-read (#347),to-read,,,,0,0
35068705,"The Poppy War (The Poppy War, #1)",R.F. Kuang,"Kuang, R.F.",,"=""0062662597""","=""9780062662590""",0,4.17,Harper Voyager,Kindle Edition,545,2018,2018,,2024/05/18,to-read,to-read (#346),to-read,,,,0,0
57227831,"Hunt, Gather, Parent: What Ancient Cultures Can Teach Us About the Lost Art of Raising Happy, Helpful Little Humans",Michaeleen Doucleff,"Doucleff, Michaeleen",,"=""1982149698""","=""9781982149697""",0,4.15,Avid Reader Press / Simon & Schuster,Kindle Edition,348,2021,2021,,2024/02/08,currently-reading,currently-reading (#3),currently-reading,,,,1,0
34097767,Ikigai: The Japanese Secret to a Long and Happy Life,Héctor  García,"García, Héctor",Francesc Miralles,"=""1524704555""","=""9781524704551""",3,3.75,Penguin Life,Kindle Edition,204,2017,2016,2024/03/04,2019/04/26,,,read,,,,1,0
53463056,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",5,4.67,Tor Books,Kindle Edition,1137,2010,2010,2024/02/29,2020/08/22,,,read,,,,1,0
45303387,An Elegant Puzzle: Systems of Engineering Management,Will Larson,"Larson, Will",,"=""1953953336""","=""9781953953339""",0,4.09,Stripe Press,Kindle Edition,289,2019,2019,,2024/02/09,to-read,to-read (#345),to-read,,,,0,0
18947740,The Wounded Healer: Ministry in Contemporary Society (Doubleday Image Book. an Image Book),Henri J.M. Nouwen,"Nouwen, Henri J.M.",,"=""0804152071""","=""9780804152075""",3,4.23,Image,Kindle Edition,120,2013,1971,2024/02/08,2023/12/02,,,read,,,,2,0
48926013,Jesus and John Wayne: How White Evangelicals Corrupted a Faith and Fractured a Nation,Kristin  Kobes Du Mez,"Mez, Kristin Kobes Du",,"=""1631495747""","=""9781631495748""",0,4.28,Liveright,Kindle Edition,365,2020,2020,,2024/02/08,to-read,to-read (#344),to-read,,,,0,0
50349500,The Immortality Key: The Secret History of the Religion with No Name,Brian C. Muraresku,"Muraresku, Brian C.",Graham Hancock,"=""125027091X""","=""9781250270917""",0,4.25,St. Martin's Press,Kindle Edition,503,2020,2020,,2023/12/26,currently-reading,currently-reading (#2),currently-reading,,,,1,0
6629438,"No Death, No Fear: Comforting Wisdom for Life",Thich Nhat Hanh,"Hanh, Thich Nhat",,"=""110121855X""","=""9781101218556""",0,4.22,Riverhead Books,Kindle Edition,210,2003,2002,,2024/02/08,currently-reading,currently-reading (#1),currently-reading,,,,1,0
52699258,The Silmarillion,J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",0,4.03,Houghton Mifflin Harcourt,ebook,485,2012,1977,,2016/05/14,"to-read, stalled","to-read (#343), stalled (#13)",to-read,,,,0,0
56481725,Staff Engineer: Leadership Beyond the Management Track,Will Larson,"Larson, Will",Tanya Reilly,"=""1736417908""","=""""",0,4.05,Will Larson,Kindle Edition,337,2021,,,2022/07/21,"to-read, stalled","to-read (#342), stalled (#12)",to-read,,,,0,0
19103077,Can You Hear Me? Tuning in to the God who Speaks,Bradley Jersak,"Jersak, Bradley",Jason Upton,"=""""","=""""",0,4.20,Brad Jersak - Fresh Wind Press,Kindle Edition,300,2012,2003,,2022/04/21,"to-read, stalled","to-read (#341), stalled (#11)",to-read,,,,0,0
29905,Essential Dialogues of Plato,Plato,"Plato, Plato","Benjamin Jowett, Pedro De Blas","=""159308269X""","=""9781593082697""",0,4.06,Barnes & Noble Classics,Paperback,624,2005,1973,,2024/02/08,to-read,to-read (#340),to-read,,,,0,0
94824065,The Immitation of Christ,Thomas a Kempis,"Kempis, Thomas a",,"=""""","=""9798478224417""",0,4.52,Independently published,Hardcover,155,2021,2011,,2024/01/09,to-read,to-read (#339),to-read,,,,0,0
673650,The Collected Works of St. John of the Cross,John of the Cross,"Cross, John of the","Kieran Kavanaugh, Otilio Rodríguez","=""0935216146""","=""9780935216141""",0,4.49,ICS Publications,Paperback,814,1991,1618,,2024/01/09,to-read,to-read (#338),to-read,,,,0,0
449407,Pensées,Blaise Pascal,"Pascal, Blaise","T.S. Eliot, A.J. Krailsheimer, George Iancu Ghidu","=""""","=""""",0,3.94,Penguin Classics,Paperback,334,1995,1670,,2024/01/09,to-read,to-read (#337),to-read,,,,0,0
53324,Supernatural: Meetings with the Ancient Teachers of Mankind,Graham Hancock,"Hancock, Graham",,"=""1932857400""","=""9781932857405""",0,4.23,Disinformation Company,Hardcover,480,2006,2005,,2023/12/27,to-read,to-read (#336),to-read,,,,0,0
63229608,Wisdom for Faithful Reading: Principles and Practices for Old Testament Interpretation,John H. Walton,"Walton, John H.",,"=""1514004887""","=""9781514004883""",0,4.46,IVP Academic,Kindle Edition,228,2023,,,2023/12/07,to-read,to-read (#335),to-read,,,,0,0
30918623,"Still Life (Chief Inspector Armand Gamache, #1)",Louise Penny,"Penny, Louise",,"=""""","=""""",3,3.90,Minotaur Books,Kindle Edition,321,2008,2005,,2023/08/27,,,read,,,,1,0
60508056,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.55,Tor Books,ebook,557,2008,2008,2023/06/29,2023/06/29,,,read,,,,1,0
50998056,The Ministry for the Future,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0316300136""","=""9780316300131""",0,3.87,Orbit,Hardcover,563,2020,2020,,2023/05/15,to-read,to-read (#334),to-read,,,,0,0
37534907,The City in the Middle of the Night,Charlie Jane Anders,"Anders, Charlie Jane",,"=""0765379961""","=""9780765379962""",0,3.50,Tor Books,Hardcover,366,2019,2019,,2023/05/15,to-read,to-read (#333),to-read,,,,0,0
189746,News from Nowhere,William Morris,"Morris, William",David Leopold,"=""0192801775""","=""9780192801777""",0,3.30,Oxford University Press,Paperback,207,2003,1890,,2023/05/15,to-read,to-read (#332),to-read,,,,0,0
123224262,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",5,4.38,Tor Books,Kindle Edition,624,2023,2007,2023/04/23,2023/03/06,,,read,,,,1,0
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""0786838655""","=""9780786838653""",3,4.31,Disney Hyperion Books,Paperback,377,2006,2005,2023/02/05,2023/04/20,,,read,,,,1,0
46025082,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",4,4.55,Disney Hyperion,Kindle Edition,400,2009,2009,2023/04/19,2023/04/19,,,read,,,,1,0
46025071,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",4,4.42,Disney Hyperion,Kindle Edition,368,2009,2008,2023/04/04,2023/04/04,,,read,,,,1,0
106,"Dune Messiah (Dune Chronicles, #2)",Frank Herbert,"Herbert, Frank",,"=""0441172695""","=""9780441172696""",4,3.89,Ace Books,Mass Market Paperback,331,1987,1969,,2014/06/15,,,read,,,,2,0
46025057,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",3,4.37,Disney Hyperion ,Kindle Edition,322,2009,2007,2023/03/18,2023/03/14,,,read,,,,1,0
68428,"Mistborn: The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""9780765311788""",4,4.49,Tor Books,Hardcover,541,2006,2006,2023/02/20,2020/08/22,,,read,,,,1,0
13667,"The Farthest Shore (Earthsea Cycle, #3)",Ursula K. Le Guin,"Guin, Ursula K. Le","Françoise Maillet, Michel Lee Landa","=""141650964X""","=""9781416509646""",0,4.13,Gallery Books,Paperback,259,2004,1972,,2023/03/06,to-read,to-read (#331),to-read,,,,0,0
13662,"The Tombs of Atuan (Earthsea Cycle, #2)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0689845367""","=""9780689845369""",3,4.13,Aladdin Paperbacks,Mass Market Paperback,180,2001,1971,2023/03/06,2023/03/06,,,read,,,,1,0
38919295,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",3,4.24,Disney Hyperion,Kindle Edition,290,2009,2006,2023/02/20,2023/02/20,,,read,,,,1,0
6583924,Handcrafted CSS: More Bulletproof Web Design,Dan Cederholm,"Cederholm, Dan",Ethan Marcotte,"=""0321643380""","=""9780321643384""",3,4.22,New Riders Pub,Paperback,204,2009,2009,,2016/02/26,,,read,,,,1,1
18911042,Jesus and the Disinherited,Howard Thurman,"Thurman, Howard",Vincent Harding,"=""0807095338""","=""9780807095331""",5,4.51,Beacon Press,Kindle Edition,134,2012,1949,2022/09/28,2020/12/03,,,read,,,,1,0
26137012,The Autobiography of Malcolm X,Malcolm X,"X, Malcolm","Alex Haley, M.S. Handler","=""1101967803""","=""9781101967805""",0,4.37,Ballantine Books,Kindle Edition,527,2015,1965,,2016/02/13,"to-read, stalled","to-read (#330), stalled (#10)",to-read,,,,0,0
6640453,Healing Back Pain: The Mind-Body Connection,John E. Sarno,"Sarno, John E.",,"=""""","=""""",4,4.06,,Kindle Edition,208,,1982,2022/09/13,2018/11/07,,,read,,,,1,0
25499718,"Children of Time (Children of Time, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1447273281""","=""9781447273288""",0,4.30,PanMacmillan,Hardcover,608,2015,2015,,2022/08/01,to-read,to-read (#329),to-read,,,,0,0
35127018,"Semiosis (Semiosis Duology, #1)",Sue Burke,"Burke, Sue",,"=""""","=""""",5,3.91,Tor Books,Kindle Edition,336,2018,2018,2022/07/19,2022/07/19,,,read,,,,1,0
327051,Reasons and Persons,Derek Parfit,"Parfit, Derek",,"=""019824908X""","=""9780198249085""",0,4.28,Oxford University Press,Paperback,543,1986,1984,,2022/06/16,to-read,to-read (#328),to-read,,,,0,0
704227,Technology and the Character of Contemporary Life: A Philosophical Inquiry,Albert Borgmann,"Borgmann, Albert",,"=""0226066290""","=""9780226066295""",0,4.20,The University of Chicago Press,Paperback,310,1987,1984,,2022/06/16,to-read,to-read (#327),to-read,,,,0,0
1496390,The Mystery of Christ: Life in Death,John Behr,"Behr, John",,"=""0881413062""","=""9780881413069""",0,4.48,St Vladimirs Seminary Pr,Paperback,186,2006,2006,,2022/06/10,to-read,to-read (#326),to-read,,,,0,0
38213103,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",4,4.30,Hachette Book Group,Kindle Edition,355,2015,2015,2022/06/07,2017/11/07,,,read,,,,1,0
164515,Orality and Literacy: The Technologizing of the Word,Walter J. Ong,"Ong, Walter J.",,"=""0415281296""","=""9780415281294""",0,4.13,Routledge,Paperback,216,2002,1982,,2022/06/07,to-read,to-read (#325),to-read,,,,0,0
59498235,How the World Really Works: The Science Behind How We Got Here and Where We're Going,Vaclav Smil,"Smil, Vaclav",,"=""""","=""""",0,3.96,Viking,Kindle Edition,326,2022,2022,,2022/06/02,to-read,to-read (#324),to-read,,,,0,0
34897,"The Dragon Reborn (The Wheel of Time, #3)",Robert Jordan,"Jordan, Robert",,"=""0765305119""","=""9780765305114""",0,4.28,Tor Fantasy,Mass Market Paperback,624,2002,1991,,2022/05/23,to-read,to-read (#323),to-read,,,,0,0
233649,"The Great Hunt (The Wheel of Time, #2)",Robert Jordan,"Jordan, Robert",,"=""0812517725""","=""9780812517729""",4,4.27,Tor,Mass Market Paperback,705,1991,1990,2022/05/21,2022/02/28,,,read,,,,1,0
35249663,Inspired: How to Create Tech Products Customers Love,Marty Cagan,"Cagan, Marty",,"=""1119387507""","=""9781119387503""",0,4.24,John Wiley & Sons Inc,Hardcover,349,2017,2008,,2022/05/16,to-read,to-read (#322),to-read,,,,0,0
53481975,"Empowered: Ordinary People, Extraordinary Products (Silicon Valley Product Group)",Marty Cagan,"Cagan, Marty",Chris Jones,"=""111969129X""","=""9781119691297""",0,4.27,Wiley,Hardcover,432,2020,,,2022/05/16,to-read,to-read (#321),to-read,,,,0,0
253881,When Jesus Became God: The Struggle to Define Christianity during the Last Days of Rome,Richard E. Rubenstein,"Rubenstein, Richard E.",,"=""0156013150""","=""9780156013154""",0,4.09,HarperOne,Paperback,288,2000,1999,,2022/04/12,to-read,to-read (#320),to-read,,,,0,0
13642,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",4,4.01,,Paperback,183,2004,1968,2022/03/28,2018/01/24,,,read,,,,1,0
23168817,"The Dark Forest (Remembrance of Earth’s Past, #2)",Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""""","=""""",0,4.41,Tor Books,Hardcover,512,2015,2008,,2017/12/22,"series-to-continue, to-read, audiobook","series-to-continue (#4), to-read (#319), audiobook (#28)",to-read,,,,0,0
544787,Suspicion & Faith: The Religious Uses of Modern Atheism,Merold Westphal,"Westphal, Merold",,"=""0823218767""","=""9780823218769""",0,4.21,Fordham University Press,Paperback,296,1998,1993,,2022/03/07,to-read,to-read (#318),to-read,,,,0,0
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,"=""0812511816""","=""9780812511819""",5,4.19,Tor Books,Mass Market Paperback,800,1990,1990,2022/02/28,2022/01/23,,,read,,,,1,0
59006049,"The Doubters' Club: Good-Faith Conversations with Skeptics, Atheists, and the Spiritually Wounded",Preston Ulmer,"Ulmer, Preston",,"=""164158338X""","=""9781641583381""",0,4.48,NavPress,Kindle Edition,169,2021,,,2022/02/28,to-read,to-read (#317),to-read,,,,0,0
40011514,The 21: A Journey into the Land of Coptic Martyrs,Martin Mosebach,"Mosebach, Martin",Alta Price,"=""0874868394""","=""9780874868395""",0,4.02,Plough Publishing House,Hardcover,272,2019,2018,,2022/02/16,to-read,to-read (#316),to-read,,,,0,0
3800605,The Blue Parakeet: Rethinking How You Read the Bible,Scot McKnight,"McKnight, Scot",,"=""0310284880""","=""9780310284888""",0,4.07,Zondervan,Hardcover,240,2008,2008,,2022/01/26,to-read,to-read (#315),to-read,,,,0,0
26029083,The Crucifixion: Understanding the Death of Jesus Christ,Fleming Rutledge,"Rutledge, Fleming",,"=""0802847323""","=""9780802847324""",0,4.58,Eerdmans,Hardcover,696,2015,2015,,2022/01/26,to-read,to-read (#314),to-read,,,,0,0
974787,"The Art of Power: A Zen Master's Guide to Redefining Power, Achieving True Freedom and Discovering Lasting Happiness in a Stressful World",Thich Nhat Hanh,"Hanh, Thich Nhat",,"=""0061242349""","=""9780061242342""",0,4.25,HarperOne,Hardcover,240,2007,,,2022/01/25,to-read,to-read (#313),to-read,,,,0,0
263291,Taming the Tiger Within: Meditations on Transforming Difficult Emotions,Thich Nhat Hanh,"Hanh, Thich Nhat",,"=""1594481342""","=""9781594481345""",0,4.08,Riverhead Books,Paperback,293,2005,2004,,2022/01/25,to-read,to-read (#312),to-read,,,,0,0
29779239,The Art Of Living,Thich Nhat Hanh,"Hanh, Thich Nhat",,"=""1846045096""","=""9781846045097""",0,4.44,Rider & Co,Paperback,206,2017,2017,,2022/01/25,to-read,to-read (#311),to-read,,,,0,0
43306206,"The Courage to Be Disliked: How to Free Yourself, Change your Life and Achieve Real Happiness",Ichiro Kishimi,"Kishimi, Ichiro",Fumitake Koga,"=""""","=""""",0,3.95,Allen & Unwin,Paperback,288,2019,2013,,2022/01/25,to-read,to-read (#310),to-read,,,,0,0
767171,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,"Shirer, William L.",,"=""0671728687""","=""9780671728687""",0,4.22,Simon & Schuster,Mass Market Paperback,1147,1990,1960,,2022/01/18,to-read,to-read (#309),to-read,,,,0,0
56898132,The Whole Language: The Power of Extravagant Tenderness,Gregory Boyle,"Boyle, Gregory",,"=""1982128321""","=""9781982128326""",0,4.54,Avid Reader Press / Simon & Schuster,Hardcover,256,2021,,,2022/01/16,to-read,to-read (#308),to-read,,,,0,0
8401741,Tattoos on the Heart: The Power of Boundless Compassion,Gregory Boyle,"Boyle, Gregory",,"=""""","=""""",5,4.48,,Kindle Edition,244,,2009,2022/01/16,2020/04/13,,,read,,,,1,0
53732,Dune,Frank Herbert,"Herbert, Frank",,"=""""","=""""",5,4.28,Ace/Berkley Books,Paperback,535,1990,1965,2010/01/01,2014/06/15,"favorites, sci-fi-favorites","favorites (#5), sci-fi-favorites (#2)",read,,,,2,0
11189,The Healing Path: How the Hurts in Your Past Can Lead You to a More Abundant Life,Dan B. Allender,"Allender, Dan B.",,"=""1578563917""","=""9781578563913""",5,4.25,WaterBrook,Paperback,272,2000,1999,2022/01/09,2019/09/17,,,read,"Beautiful, insightful, challenging, and full of hope. An amazing picture of leaning into your past, holding it's pain and isolation, and creating a path towards wholeness that embraces the fullness of your own history and integrates into a life anchored in intimate community.",,,1,0
1392018,Watch for the Light: Readings for Advent and Christmas,Charles Moore,"Moore, Charles","Dietrich Bonhoeffer, Thomas Merton, Gerard Manley Hopkins, Meister Eckhart, John Donne, T.S. Eliot, J.B. Phillips, Christoph Friedrich Blumhardt, Sylvia Plath, Friedrich Wilhelm Förster, Henri J.M. Nouwen, Bernard of Clairvaux, Kathleen Norris, Karl Rahner, Isaac Penington, Madeleine L'Engle, Alfred Delp, Loretta Ross-Gotta, William Stringfellow, Edith Stein, J. Heinrich Arnold, Philip Britts, Jane Kenyon, John Howard Yoder, Karl Barth, William H. Willimon, Oscar Romero, Gail Godwin, Leonardo Boff, Evelyn Underhill, Dorothy Day, Brennan Manning, Romano Guardini, Annie Dillar, Martin Luther, John Chrysostom, Giovanni Papini, Dorothee Sölle, C.S. Lewis, Gustavo Gutiérrez, Philip Yancey, J.T. Clement, Eberhard Arnold, Søren Kierkegaard, Ernesto Cardenal, Gian Carlo Menotti, Jürgen Moltmann, Thomas Aquinas, Emmy  Arnold","=""087486917X""","=""9780874869170""",4,4.14,Plough Publishing House,Hardcover,344,2014,2001,2022/01/07,2019/11/17,,,read,,,,1,0
57933306,Stolen Focus: Why You Can't Pay Attention— and How to Think Deeply Again,Johann Hari,"Hari, Johann",,"=""0593138511""","=""9780593138519""",0,4.23,Crown,Hardcover,357,2022,2022,,2022/01/05,to-read,to-read (#307),to-read,,,,0,0
50917309,Exhalation,Ted Chiang,"Chiang, Ted",,"=""""","=""""",0,4.27,Knopf,ebook,368,2019,2019,,2019/09/17,"to-read, stalled","to-read (#306), stalled (#9)",to-read,,,,0,0
57421821,A Short History of Islamic Thought,Fitzroy Morrissey,"Morrissey, Fitzroy",,"=""0197522017""","=""9780197522011""",0,3.85,Oxford University Press,Hardcover,256,2021,,,2021/12/28,to-read,to-read (#305),to-read,,,,0,0
739942,Markings: Spiritual Poems and Meditations,Dag Hammarskjöld,"Hammarskjöld, Dag","W.H. Auden, Leif Sjoberg, Jimmy Carter","=""0307277429""","=""9780307277428""",0,4.07,Vintage Books,Paperback,222,2006,1963,,2021/03/27,"to-read, stalled","to-read (#304), stalled (#8)",to-read,,,,0,0
148779,Paul: In Fresh Perspective,N.T. Wright,"Wright, N.T.",,"=""0800637666""","=""9780800637668""",0,4.06,Fortress Press,Hardcover,195,2006,2005,,2021/07/28,"to-read, stalled","to-read (#303), stalled (#7)",to-read,,,,0,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",4,4.22,Bloomsbury,Hardcover,272,2020,2020,2021/11/26,2021/10/21,,,read,,,,1,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",4,4.33,Avery,Kindle Edition,319,2018,2018,2021/11/17,2021/09/29,,,read,,,,1,0
57700679,Naming Neoliberalism: Exposing the Spirit of Our Age,Rodney Clapp,"Clapp, Rodney",,"=""1506472656""","=""9781506472652""",0,3.88,Fortress Press,Hardcover,233,2021,,,2021/10/27,to-read,to-read (#302),to-read,,,,0,0
15790816,"The Tyrant's Law (The Dagger and the Coin, #3)",Daniel Abraham,"Abraham, Daniel",,"=""0316080705""","=""9780316080705""",0,4.08,Orbit,Paperback,497,2013,2013,,2021/10/20,to-read,to-read (#301),to-read,,,,0,0
13075018,"The King's Blood (The Dagger and the Coin, #2)",Daniel Abraham,"Abraham, Daniel",,"=""""","=""""",3,4.02,Orbit,Kindle Edition,517,2012,2012,2021/10/12,2018/09/24,series-to-continue,series-to-continue (#2),read,,,,1,0
579014,A Long Obedience in the Same Direction: Discipleship in an Instant Society,Eugene H. Peterson,"Peterson, Eugene H.",,"=""0830822577""","=""9780830822577""",0,4.28,IVP,Paperback,216,2000,1980,,2021/08/01,to-read,to-read (#300),to-read,,,,0,0
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,2021/07/15,2021/03/14,,,read,,,,1,0
228072,Bread and Wine: Readings for Lent and Easter,J. Heinrich Arnold,"Arnold, J. Heinrich","C.S. Lewis, G.K. Chesterton, Dorothy L. Sayers, Wendell Berry, Henri J.M. Nouwen, Thomas Merton, N.T. Wright","=""0874869269""","=""9780874869262""",0,4.22,Plough Publishing House,Hardcover,430,2003,2002,,2020/02/25,to-read,to-read (#299),to-read,,,,0,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.58,Scholastic Inc,Paperback,652,2006,2005,2021/06/24,2021/03/14,,,read,,,,1,0
34507927,"How to Take Smart Notes: One Simple Technique to Boost Writing, Learning and Thinking – for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,"Ahrens, Sönke",,"=""""","=""""",4,4.10,,Kindle Edition,178,2017,2017,2021/06/02,2020/08/23,,,read,,,,1,0
