Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
20738934,Silent Compassion: Finding God in Contemplation,Richard Rohr,"Rohr, Richard",,"=""161636758X""","=""9781616367589""",4,4.33,Franciscan Media,Kindle Edition,99,2014,,2016/06/19,2016/04/12,,,read,,,,1,0
22850005,Eager to Love: The Alternative Way of Francis of Assisi,Richard Rohr,"Rohr, Richard",,"=""1616367024""","=""9781616367022""",4,4.38,Franciscan Media,Kindle Edition,323,2014,2014,2016/04/19,2016/02/12,,,read,"This book is profound and perspective altering. It's also a hard book to read at times. I'd give it 3 stars for that reason, but when it's good, it's so good. <br/><br/>The appendices are my favorite part of the book (they're like 30% of it). I plan on reading them another couple times so they can sink in a little more. I especially enjoyed the thoughts on the personhood of God and the cosmic Christ. ",,,1,0
18869102,The Seven Storey Mountain,Thomas Merton,"Merton, Thomas",,"=""0547543816""","=""9780547543819""",4,4.08,HarperOne,Kindle Edition,468,1998,1948,2016/02/05,2015/01/29,,,read,,,,1,0
18670738,The Case for the Psalms: why they are essential,N.T. Wright,"Wright, N.T.",,"=""""","=""""",3,4.02,HarperOne,Kindle Edition,211,2013,2013,2016/02/16,2016/01/01,,,read,,,,1,0
18866562,Seeking God's Face: Praying with the Bible Through the Year,Philip F Reinders,"Reinders, Philip F",Eugene H. Peterson,"=""1592558186""","=""9781592558186""",5,4.68,Faith Alive Christian Resources,Kindle Edition,1216,2013,2013,,2015/02/04,,,read,,,,1,0
22053370,The Bible Tells Me So: Why Defending Scripture Has Made Us Unable to Read It,Peter Enns,"Enns, Peter",,"=""""","=""""",4,4.22,HarperOne,Kindle Edition,293,2014,2014,2016/03/02,2015/10/20,2016-favorites,2016-favorites (#2),read,,,,1,0
27036613,Transformed by God's Word,Stephen J. Binz,"Binz, Stephen J.","Kaspars Poikāns, Ruta Poikans","=""159471651X""","=""9781594716515""",0,3.94,Ave Maria Press,Paperback,224,2016,2016,,2016/06/20,to-read,to-read (#72),to-read,,,,0,0
27840544,How to Survive a Shipwreck: Help Is on the Way and Love Is Already Here,Jonathan Martin,"Martin, Jonathan",Shauna Niequist,"=""0310347971""","=""9780310347972""",0,4.21,Zondervan,Paperback,224,2016,,,2016/06/20,to-read,to-read (#71),to-read,,,,0,0
99690,No Man Is an Island,Thomas Merton,"Merton, Thomas",,"=""1590302532""","=""9781590302538""",0,4.15,Shambhala,Hardcover,272,2005,1955,,2016/05/22,to-read,to-read (#69),to-read,,,,0,0
29419652,"Wholeheartedness: Busyness, Exhaustion, and Healing the Divided Self",Chuck DeGroat,"DeGroat, Chuck",,"=""""","=""""",0,4.17,Eerdmans,Kindle Edition,209,2016,2016,,2016/05/16,to-read,to-read (#68),to-read,,,,0,0
514210,The Way of Zen,Alan W. Watts,"Watts, Alan W.",,"=""0375705104""","=""9780375705106""",0,4.17,Vintage,Paperback,236,1999,1957,,2016/05/14,to-read,to-read (#67),to-read,,,,0,0
3368,Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,"Krug, Steve",,"=""0321344758""","=""9780321344755""",4,4.24,New Riders Pub,Paperback,201,2006,2000,,2015/02/04,,,read,,,,1,1
51299,Letter to a Christian Nation,Sam Harris,"Harris, Sam",,"=""0307265773""","=""9780307265777""",0,4.00,Knopf,Hardcover,96,2006,2006,,2016/05/10,to-read,to-read (#65),to-read,,,,0,0
1198289,Five Books on Consideration: Advice to a Pope (Volume 37) (Cistercian Fathers Series),Bernard of Clairvaux,"Clairvaux, Bernard of",,"=""0879077379""","=""9780879077372""",0,3.96,Liturgical Press,Paperback,230,1976,1150,,2016/05/04,to-read,to-read (#64),to-read,,,,0,0
25894085,Becoming Wise: An Inquiry into the Mystery and Art of Living,Krista Tippett,"Tippett, Krista",,"=""1594206805""","=""9781594206801""",0,4.08,Penguin Press,Audiobook,288,2016,2016,,2016/05/03,to-read,to-read (#63),to-read,,,,0,0
225806,The Wisdom of the Desert: Sayings from the Desert Fathers of the Fourth Century (Shambhala Library),Thomas Merton,"Merton, Thomas",,"=""1590300394""","=""9781590300398""",0,3.96,Shambhala,Hardcover,128,2004,1960,,2016/04/22,to-read,to-read (#62),to-read,,,,0,0
351723,Contemplative Prayer,Thomas Merton,"Merton, Thomas",,"=""0232526044""","=""9780232526042""",0,4.10,"Darton, Longman & Todd Ltd",Paperback,144,2005,1969,,2016/04/22,to-read,to-read (#61),to-read,,,,0,0
27766054,How to Be Here: A Guide to Creating a Life Worth Living,Rob Bell,"Bell, Rob",,"=""""","=""""",4,3.94,HarperOne,Kindle Edition,215,2016,2016,2016/04/22,2016/02/26,,,read,"I ended up really enjoying this book. It started a little ""self-help"" for me, but a lot of it was stuff I didn't need to hear and can imagine how it would be really helpful if I were in a different place. <br/><br/>The end though, the end is something else. His thoughts on the sabbath and resting and learning to be present and at peace in the current moment are profound. ",,,1,0
4953,A Heartbreaking Work of Staggering Genius,Dave Eggers,"Eggers, Dave",,"=""0375725784""","=""9780375725784""",0,3.69,Vintage,Paperback,530,2001,2000,,2016/04/22,to-read,to-read (#59),to-read,,,,0,0
24780,"The Book of Three (The Chronicles of Prydain, #1)",Lloyd Alexander,"Alexander, Lloyd",,"=""0805080481""","=""9780805080483""",0,3.98,Square Fish,Paperback,190,2006,1964,,2016/04/20,to-read,to-read (#58),to-read,,,,0,0
1297150,"Sword Song (The Saxon Stories, #4)",Bernard Cornwell,"Cornwell, Bernard",,"=""0060888644""","=""9780060888640""",0,4.32,Harper,Hardcover,314,2008,2007,,2016/04/19,to-read,to-read (#57),to-read,,,,0,0
19148150,Dancing Standing Still: Healing the World from a Place of Prayer; A New Edition of A Lever and a Place to Stand,Richard Rohr,"Rohr, Richard",James Martin SJ,"=""0809148676""","=""9780809148677""",0,4.51,Paulist Press,Paperback,112,2014,2014,,2016/04/12,to-read,to-read (#56),to-read,,,,0,0
15869004,Immortal Diamond: The Search for Our True Self,Richard Rohr,"Rohr, Richard",,"=""1118303598""","=""9781118303597""",0,4.20,Jossey-Bass,Hardcover,304,2013,2013,,2016/04/12,to-read,to-read (#55),to-read,,,,0,0
406639,Interior Castle,Teresa de Ávila,"Ávila, Teresa de",,"=""0385036434""","=""9780385036436""",0,4.16,Image,Paperback,235,1972,1588,,2016/04/10,to-read,to-read (#54),to-read,,,,0,0
254049,The Journey of the Mind to God (Hackett Classics),Bonaventure,"Bonaventure, Bonaventure","Stephen F. Brown, Philotheus Boehner","=""0872202003""","=""9780872202009""",0,3.92,"Hackett Publishing Company, Inc.",Paperback,104,1993,1259,,2016/04/10,to-read,to-read (#53),to-read,,,,0,0
405589,Byzantium,Stephen R. Lawhead,"Lawhead, Stephen R.",,"=""0061057541""","=""9780061057540""",0,4.21,Harper Voyager,Mass Market Paperback,870,1997,1996,,2016/04/08,to-read,to-read (#52),to-read,,,,0,0
68520,"The Winter King (The Warlord Chronicles, #1)",Bernard Cornwell,"Cornwell, Bernard",,"=""""","=""""",0,4.26,St. Martin's Griffin,Paperback,431,1997,1994,,2016/04/07,to-read,to-read (#51),to-read,,,,0,0
20527133,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,"Bostrom, Nick",,"=""0199678111""","=""9780199678112""",0,3.85,Oxford University Press,Hardcover,352,2014,2014,,2016/04/06,to-read,to-read (#50),to-read,,,,0,0
18085419,Learning to Walk in the Dark,Barbara Brown Taylor,"Taylor, Barbara Brown",,"=""0062024353""","=""9780062024350""",0,4.03,HarperOne,Hardcover,187,2014,2014,,2016/04/01,to-read,to-read (#49),to-read,,,,0,0
87985,A Soldier of the Great War,Mark Helprin,"Helprin, Mark",,"=""0156031132""","=""9780156031134""",0,4.33,Mariner Books,Paperback,860,2005,1991,,2016/03/23,to-read,to-read (#48),to-read,,,,0,0
19170170,Aliens in the Promised Land: Why Minority Leadership Is Overlooked in White Christian Churches and Institutions,Anthony B. Bradley,"Bradley, Anthony B.",,"=""159638624X""","=""9781596386242""",0,3.99,P&R Publishing,Kindle Edition,259,2013,2013,,2015/01/05,"to-read, stalled","to-read (#47), stalled (#1)",to-read,,,,0,0
3296910,Web Form Design: Filling in the Blanks,Luke Wroblewski,"Wroblewski, Luke",,"=""1933820241""","=""9781933820248""",5,4.04,Rosenfeld Media,Paperback,226,2008,2008,,2016/02/26,,,read,,,,1,1
18841382,The Rebirthing of God: Christianity's Struggle for New Beginnings,John Philip Newell,"Newell, John Philip",,"=""1594735425""","=""9781594735424""",0,4.32,SkyLight Paths Publishing,Hardcover,160,2014,2014,,2016/03/10,to-read,to-read (#44),to-read,,,,0,0
46605,Echo of the Soul: The Sacredness of the Human Body,John Philip Newell,"Newell, John Philip",J. Philip Newell,"=""0819219088""","=""9780819219084""",0,4.32,Morehouse Publishing,Paperback,149,2002,2000,,2016/03/08,to-read,to-read (#42),to-read,,,,0,0
3639658,How God Changes Your Brain: Breakthrough Findings from a Leading Neuroscientist,Andrew B. Newberg,"Newberg, Andrew B.",Mark Robert Waldman,"=""0345503414""","=""9780345503411""",0,3.96,Ballantine Books,Hardcover,368,2009,2009,,2016/03/01,to-read,to-read (#40),to-read,,,,0,0
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Diana Lewis Burgin, Katherine Tiernan O'Connor, Ellendea Proffer, Hans Fronius, Михаил Афанасьевич Булгаков","=""0679760806""","=""9780679760801""",0,4.29,Vintage International,Paperback,372,1996,1967,,2016/02/28,to-read,to-read (#39),to-read,,,,0,0
6732019,Rework,Jason Fried,"Fried, Jason",David Heinemeier Hansson,"=""0307463745""","=""9780307463746""",3,3.98,Crown Currency,Hardcover,279,2010,2010,,2015/02/04,,,read,,,,1,0
7113498,"Under Heaven (Under Heaven, #1)",Guy Gavriel Kay,"Kay, Guy Gavriel",,"=""0451463307""","=""9780451463302""",0,4.16,Roc,Hardcover,573,2010,2010,,2016/02/26,to-read,to-read (#38),to-read,,,,0,0
3220405,"Ender in Exile (Ender's Saga, #5)",Orson Scott Card,"Card, Orson Scott",,"=""0765304961""","=""9780765304964""",0,3.92,Tor Books,Hardcover,369,2008,2008,,2016/02/26,to-read,to-read (#37),to-read,,,,0,0
68494,"Perdido Street Station (New Crobuzon, #1)",China Miéville,"Miéville, China",,"=""0345459407""","=""9780345459404""",0,3.98,Ballantine Del Rey,Mass Market Paperback,710,2003,2000,,2016/02/26,to-read,to-read (#36),to-read,,,,0,0
18878,"The Belgariad, Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad, #1-3)",David Eddings,"Eddings, David",,"=""0345456327""","=""9780345456328""",0,4.29,Del Rey,Paperback,644,2002,1982,,2016/02/26,to-read,to-read (#35),to-read,,,,0,0
6597496,"Getting Real: The smarter, faster, easier way to build a successful Web application",Jason Fried,"Fried, Jason","David Heinemeier Hansson, Matthew Linderman","=""0578012812""","=""9780578012810""",0,4.00,"37signals, LLC",Paperback,194,2006,2006,,2016/02/26,,,read,,,,1,1
6512430,Designing with Web Standards,Jeffrey Zeldman,"Zeldman, Jeffrey",Ethan Marcotte,"=""0321616952""","=""9780321616951""",0,4.08,Pearson Education,Paperback,432,2009,2003,,2016/02/26,,,read,,,,1,1
481921,Microformats: Empowering Your Markup for Web 2.0,John Allsopp,"Allsopp, John",,"=""1590598148""","=""9781590598146""",0,3.78,Apress,Paperback,368,2007,2007,,2016/02/26,,,read,,,,1,1
188598,Sacred Marriage: What If God Designed Marriage to Make Us Holy More Than to Make Us Happy,Gary L. Thomas,"Thomas, Gary L.",,"=""0310242827""","=""9780310242826""",0,4.25,Zondervan,Paperback,304,2000,2000,,2016/02/26,,,read,,,,1,1
827406,V For Vendetta,David   Lloyd,"Lloyd, David","David   Lloyd, Steve Whitaker, Siobhan Dodds","=""1852862912""","=""9781852862916""",0,4.26,Titan Books Ltd.,Paperback,286,1990,1990,,2016/02/26,,,read,,,,1,1
16703,The Yiddish Policemen's Union,Michael Chabon,"Chabon, Michael",,"=""0007149824""","=""9780007149827""",0,3.72,HarperCollins,Hardcover,414,2007,2007,,2016/02/26,to-read,to-read (#34),to-read,,,,0,0
17333440,"Pastrix: The Cranky, Beautiful Faith of a Sinner & Saint",Nadia Bolz-Weber,"Bolz-Weber, Nadia",,"=""1455527084""","=""9781455527083""",0,4.33,Jericho Books,Hardcover,204,2013,2013,,2016/02/14,to-read,to-read (#33),to-read,,,,0,0
24903922,Grounded: Finding God in the World. A Spiritual Revolution,Diana Butler Bass,"Bass, Diana Butler",,"=""0062328549""","=""9780062328540""",0,4.04,HarperOne,Hardcover,323,2015,2015,,2016/02/12,to-read,to-read (#32),to-read,,,,0,0
18896498,The Spiritual Exercises,Ignatius of Loyola,"Loyola, Ignatius of",,"=""""","=""9781625398154""",0,4.07,Acheron Press,Kindle Edition,178,2012,1548,,2015/02/04,to-read,to-read (#31),to-read,,,,0,0
69094,Simply Christian,N.T. Wright,"Wright, N.T.",,"=""0060507152""","=""9780060507152""",0,4.05,HarperSanFrancisco,Hardcover,256,2006,2006,,2016/02/05,to-read,to-read (#30),to-read,,,,0,0
295132,Care of the Soul: A Guide for Cultivating Depth and Sacredness in Everyday Life,Thomas  Moore,"Moore, Thomas",,"=""0060922249""","=""9780060922245""",0,3.98,HarperPerennial,Paperback,312,1994,1988,,2016/01/16,to-read,to-read (#29),to-read,,,,0,0
8194586,Wired for Intimacy: How Pornography Hijacks the Male Brain,William M. Struthers,"Struthers, William M.",,"=""0830878416""","=""9780830878413""",3,3.96,,Kindle Edition,197,,2009,2014/01/01,2016/01/05,,,read,,,,1,0
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316346624""","=""9780316346627""",0,4.01,Time Warner Book Group,Paperback,301,2002,2002,2010/01/01,2016/01/05,,,read,,,,1,0
17316544,Remote: Office Not Required,Jason Fried,"Fried, Jason",David Heinemeier Hansson,"=""0804137501""","=""9780804137508""",0,3.80,Crown Currency,Hardcover,256,2013,2013,2014/01/01,2016/01/05,,,read,,,,1,0
22302123,Surprised by Scripture: Engaging Contemporary Issues,N.T. Wright,"Wright, N.T.",,"=""""","=""""",0,4.13,HarperOne,Kindle Edition,243,2014,2014,,2016/01/05,to-read,to-read (#27),to-read,,,,0,0
6515073,The Lost World of Genesis One: Ancient Cosmology and the Origins Debate (Volume 2) (The Lost World Series),John H. Walton,"Walton, John H.",,"=""0830837043""","=""9780830837045""",0,4.23,IVP Academic,Paperback,192,2009,2009,,2016/01/03,to-read,to-read (#26),to-read,,,,0,0
17842965,Paul and His Recent Interpreters,N.T. Wright,"Wright, N.T.",,"=""0800699645""","=""9780800699642""",0,4.05,Fortress Press,Paperback,404,2015,2013,,2016/01/01,to-read,to-read (#25),to-read,,,,0,0
22574709,"Searching for Sunday: Loving, Leaving, and Finding the Church",Rachel Held Evans,"Evans, Rachel Held",,"=""0718022122""","=""9780718022129""",0,4.21,Thomas Nelson,Paperback,268,2015,2015,,2016/01/01,to-read,to-read (#23),to-read,,,,0,0
14064,I Am Legend,Richard Matheson,"Matheson, Richard",,"=""1857988094""","=""9781857988093""",0,4.05,Millennium,Paperback,160,1999,1954,,2015/02/11,to-read,to-read (#19),to-read,,,,0,0
7677,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",Daniel Yagolkolwski,"=""030734813X""","=""9780307348135""",0,4.12,Debolsillo,Mass Market Paperback,467,2006,1990,,2015/02/11,to-read,to-read (#18),to-read,,,,0,0
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",0,4.10,Dial Press,Paperback,275,1999,1969,,2015/02/11,to-read,to-read (#17),to-read,,,,0,0
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",0,4.21,Bantam Books,Hardcover,224,2004,1950,,2015/02/11,to-read,to-read (#16),to-read,,,,0,0
350,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",James Warhola,"=""""","=""""",0,3.92,Ace,Paperback,525,1991,1961,,2015/02/11,to-read,to-read (#15),to-read,,,,0,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""0374528373""","=""9780374528379""",0,4.38,"Farrar, Straus and Giroux",Paperback,796,2002,1880,,2015/02/05,to-read,to-read (#14),to-read,,,,0,0
19438058,Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,"Pirsig, Robert M.",,"=""""","=""""",0,3.78,HarperCollins e-books,ebook,442,2009,1974,,2015/02/04,to-read,to-read (#13),to-read,,,,0,0
840,The Design of Everyday Things,Donald A. Norman,"Norman, Donald A.",,"=""0465067107""","=""9780465067107""",4,4.15,Basic Books,Paperback,257,2002,1988,,2015/02/04,,,read,,,,1,0
45580,Bulletproof Ajax,Jeremy Keith,"Keith, Jeremy",Aaron Gustafson,"=""0321472667""","=""9780321472663""",0,3.82,New Riders,Paperback,207,2007,2003,,2015/02/04,,,read,,,,1,0
41667,"My Side of the Mountain (Mountain, #1)",Jean Craighead George,"George, Jean Craighead",,"=""0142401110""","=""9780142401118""",5,4.10,Puffin Books,Paperback,177,2004,1959,,2015/02/04,,,read,,,,1,0
18626815,"Wool (Silo, #1)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",0,4.20,Broad Reach Publishing,Kindle Edition,530,2012,2012,,2015/02/04,to-read,to-read (#12),to-read,,,,0,0
8889380,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,"Hillenbrand, Laura",,"=""""","=""""",0,4.39,Random House,ebook,497,2010,2010,,2015/02/04,to-read,to-read (#11),to-read,,,,0,0
6468521,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,"Allen, David",,"=""1101128496""","=""9781101128497""",0,4.01,Penguin,Kindle Edition,259,2007,2001,,2015/02/04,to-read,to-read (#10),to-read,,,,0,0
17182126,"Steelheart (The Reckoners, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0385743564""","=""9780385743563""",0,4.14,Delacorte Press,Hardcover,386,2013,2013,,2015/02/02,to-read,to-read (#9),to-read,,,,0,0
20509356,"Sand (The Sand Chronicles, #1)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",0,3.96,Broad Reach Publishing,Kindle Edition,336,2014,2014,,2015/01/29,to-read,to-read (#8),to-read,,,,0,0
11137,Mere Christianity,C.S. Lewis,"Lewis, C.S.",Kathleen Norris,"=""""","=""""",5,4.36,Harper San Francisco,Paperback,227,2001,1952,,2014/06/15,,,read,,,,1,1
1611657,"On the Edge of the Dark Sea of Darkness (The Wingfeather Saga, #1)",Andrew       Peterson,"Peterson, Andrew",,"=""1400073847""","=""9781400073849""",0,4.33,WaterBrook,Paperback,290,2008,2008,,2014/06/15,to-read,to-read (#7),to-read,,,,0,0
84369,"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,"Lewis, C.S.",,"=""0007202326""","=""9780007202324""",0,4.01,HarperCollins Publishers,Paperback,288,2005,1956,,2014/06/15,to-read,to-read (#6),to-read,,,,0,0
17383917,The Screwtape Letters,C.S. Lewis,"Lewis, C.S.",,"=""0062023179""","=""9780062023179""",5,4.27,HarperOne,Hardcover,223,2013,1942,,2014/06/15,,,read,,,,1,0
112,Children of Dune (Dune #3),Frank Herbert,"Herbert, Frank",,"=""""","=""""",0,3.96,Ace Books,Mass Market Paperback,408,1987,1976,,2014/06/15,to-read,to-read (#5),to-read,,,,0,0
11289,"The Rise of Endymion (Hyperion Cantos, #4)",Dan Simmons,"Simmons, Dan",,"=""0553572989""","=""9780553572988""",0,4.17,Spectra,Mass Market Paperback,709,1998,1997,,2014/06/15,to-read,to-read (#3),to-read,,,,0,0
6303927,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,4.02,Bantam Books,ebook,470,2003,1992,,2014/06/15,to-read,to-read (#2),to-read,,,,0,0
6081296,Gilead,Marilynne Robinson,"Robinson, Marilynne",,"=""""","=""""",0,3.85,"Farrar, Straus and Giroux",ebook,289,2004,2004,,2014/06/15,to-read,to-read (#1),to-read,,,,0,0
